Subject	Object
CHEBI:16708	drugbank:DB00173
CHEBI:16708	cas:73-24-5
CHEBI:16716	wikipedia.en:Benzene
CHEBI:16716	umbbd.compound:c0142
CHEBI:16716	reaxys:969212
CHEBI:16716	pubmed:8124204
CHEBI:16716	pubmed:6353911
CHEBI:16716	pubmed:23534829
CHEBI:16716	pubmed:23222815
CHEBI:16716	pubmed:23088855
CHEBI:16716	pubmed:21325737
CHEBI:16716	pubmed:19228219
CHEBI:16716	pubmed:18836923
CHEBI:16716	pubmed:18409691
CHEBI:16716	pubmed:18407866
CHEBI:16716	pubmed:18072742
CHEBI:16716	pubmed:17373369
CHEBI:16716	pubmed:16161967
CHEBI:16716	pubmed:15935818
CHEBI:16716	pubmed:15468289
CHEBI:16716	pubmed:14677922
CHEBI:16716	pubmed:12857942
CHEBI:16716	pubmed:11993966
CHEBI:16716	pubmed:11684179
CHEBI:16716	pdb-ccd:BNZ
CHEBI:16716	kegg.compound:C01407
CHEBI:16716	hmdb:HMDB0001505
CHEBI:16716	gmelin:1671
CHEBI:16716	cas:71-43-2
CHEBI:167164	wikipedia.en:Mineral_(nutrient)
CHEBI:16733	kegg.compound:C00405
CHEBI:16761	reaxys:67722
CHEBI:16761	pubmed:16295522
CHEBI:16761	pdb-ccd:ADP
CHEBI:16761	knapsack:C00019353
CHEBI:16761	kegg.glycan:G11113
CHEBI:16761	kegg.compound:C00008
CHEBI:16761	gmelin:88452
CHEBI:16761	drugbank:DB03431
CHEBI:16761	cas:58-64-0
CHEBI:16761	cas:20398-34-9
CHEBI:16765	wikipedia.en:Tryptamine
CHEBI:16765	reaxys:125513
CHEBI:16765	pubmed:24558969
CHEBI:16765	pubmed:24345948
CHEBI:16765	pubmed:22770225
CHEBI:16765	pubmed:16126914
CHEBI:16765	pdb-ccd:TSS
CHEBI:16765	metacyc.compound:TRYPTAMINE
CHEBI:16765	knapsack:C00001434
CHEBI:16765	kegg.compound:C00398
CHEBI:16765	hmdb:HMDB0000303
CHEBI:16765	gmelin:603448
CHEBI:16765	drugbank:DB08653
CHEBI:16765	cas:61-54-1
CHEBI:16796	wikipedia.en:Melatonin
CHEBI:16796	reaxys:205542
CHEBI:16796	pubmed:8290600
CHEBI:16796	pubmed:18485664
CHEBI:16796	pubmed:18212404
CHEBI:16796	pubmed:16678784
CHEBI:16796	pdb-ccd:ML1
CHEBI:16796	metacyc.compound:N-ACETYL-5-METHOXY-TRYPTAMINE
CHEBI:16796	lincs.smallmolecule:LSM-4779
CHEBI:16796	kegg.drug:D08170
CHEBI:16796	kegg.compound:C01598
CHEBI:16796	hmdb:HMDB0001389
CHEBI:16796	drugcentral:1672
CHEBI:16796	drugbank:DB01065
CHEBI:16796	cas:73-31-4
CHEBI:16862	kegg.compound:C00454
CHEBI:16865	wikipedia.en:Gamma-Aminobutyric_acid
CHEBI:16865	reaxys:906818
CHEBI:16865	pubmed:22770225
CHEBI:16865	pubmed:21614609
CHEBI:16865	pubmed:16276116
CHEBI:16865	pubmed:10930630
CHEBI:16865	pubmed:10630630
CHEBI:16865	pdb-ccd:ABU
CHEBI:16865	metacyc.compound:4-AMINO-BUTYRATE
CHEBI:16865	lipidmaps:LMFA01100039
CHEBI:16865	knapsack:C00001337
CHEBI:16865	kegg.drug:D00058
CHEBI:16865	kegg.compound:C00334
CHEBI:16865	hmdb:HMDB0000112
CHEBI:16865	gmelin:49775
CHEBI:16865	drugcentral:1262
CHEBI:16865	drugbank:DB02530
CHEBI:16865	cas:56-12-2
CHEBI:16865	bpdb:2298
CHEBI:16988	pubmed:24752650
CHEBI:16988	pubmed:24404872
CHEBI:16988	drugbank:DB01936
CHEBI:16990	wikipedia.en:Bilirubin
CHEBI:16990	reaxys:74376
CHEBI:16990	pubmed:9587403
CHEBI:16990	pubmed:8605219
CHEBI:16990	pubmed:30224965
CHEBI:16990	pubmed:23768684
CHEBI:16990	pubmed:23763371
CHEBI:16990	pubmed:18442622
CHEBI:16990	pubmed:12799017
CHEBI:16990	pdb-ccd:BLR
CHEBI:16990	metacyc.compound:BILIRUBIN
CHEBI:16990	knapsack:C00029828
CHEBI:16990	kegg.compound:C00486
CHEBI:16990	hmdb:HMDB0000054
CHEBI:16990	gmelin:411033
CHEBI:16990	cas:635-65-4
CHEBI:16991	kegg.compound:C00039
CHEBI:16991	cas:9007-49-2
CHEBI:16998	ymdb:YMDB00995
CHEBI:16998	reaxys:2804068
CHEBI:16998	pubmed:7114516
CHEBI:16998	pubmed:24464217
CHEBI:16998	pubmed:22397264
CHEBI:16998	pubmed:22382026
CHEBI:16998	pdb-ccd:DPN
CHEBI:16998	metacyc.compound:CPD-216
CHEBI:16998	kegg.compound:C02265
CHEBI:16998	gmelin:83219
CHEBI:16998	ecmdb:ECMDB20144
CHEBI:16998	drugbank:DB02556
CHEBI:16998	cas:673-06-3
CHEBI:17026	wikipedia.en:Progesterone
CHEBI:17026	reaxys:1915950
CHEBI:17026	pubmed:9506942
CHEBI:17026	pubmed:10438974
CHEBI:17026	pdb-ccd:STR
CHEBI:17026	metacyc.compound:PROGESTERONE
CHEBI:17026	kegg.drug:D00066
